token_id,permalink,last_sale_usd,last_sale_eth,top_bid,num_sales
0,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/0,0,0,0,0
1,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1,0,0,0,0
10,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/10,0,0,0,0
100,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/100,3823.699999999999818000,1.000000000000000,0,2
1000,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1000,3823.699999999999818000,1.000000000000000,0,1
1001,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1001,3823.699999999999818000,1.000000000000000,0,1
1002,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1002,0,0,0,0
1003,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1003,3823.699999999999818000,1.000000000000000,0,1
1004,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1004,3823.699999999999818000,1.000000000000000,0,2
1005,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1005,3823.699999999999818000,1.000000000000000,0,2
1006,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1006,3823.699999999999818000,1.000000000000000,0,2
1007,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1007,3823.699999999999818000,1.000000000000000,0,2
1008,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1008,3823.699999999999818000,1.000000000000000,0,2
1009,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1009,3823.699999999999818000,1.000000000000000,0,1
101,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/101,3823.699999999999818000,1.000000000000000,0,2
1010,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1010,0,0,0,0
1011,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1011,3823.699999999999818000,1.000000000000000,0,1
1012,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1012,0,0,0,0
1013,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1013,0,0,0,0
1014,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1014,0,0,0,0
1015,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1015,3823.699999999999818000,1.000000000000000,0,1
1016,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1016,3823.699999999999818000,1.000000000000000,0,3
1017,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1017,3823.699999999999818000,1.000000000000000,0,1
1018,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1018,3823.699999999999818000,1.000000000000000,0,1
1019,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1019,0,0,0,0
102,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/102,3823.699999999999818000,1.000000000000000,0,1
1020,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1020,3823.699999999999818000,1.000000000000000,0,2
1021,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1021,3823.699999999999818000,1.000000000000000,0,1
1022,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1022,0,0,0,0
1024,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1024,3826.460000000000036000,1.000000000000000,0,1
1025,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1025,0,0,0,0
1026,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1026,3823.699999999999818000,1.000000000000000,0,1
1027,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1027,3823.699999999999818000,1.000000000000000,0,2
1028,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1028,3823.699999999999818000,1.000000000000000,0,1
1029,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1029,3823.699999999999818000,1.000000000000000,0,2
103,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/103,3823.699999999999818000,1.000000000000000,0,2
1030,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1030,3823.699999999999818000,1.000000000000000,0,1
1031,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1031,3823.699999999999818000,1.000000000000000,0,1
1032,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1032,3823.699999999999818000,1.000000000000000,0,2
1033,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1033,3823.699999999999818000,1.000000000000000,0,1
1034,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1034,3823.699999999999818000,1.000000000000000,0,1
1035,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1035,3823.699999999999818000,1.000000000000000,0,1
1036,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1036,0,0,0,0
1037,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1037,0,0,0,0
1038,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1038,3823.699999999999818000,1.000000000000000,0,2
1039,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1039,3823.699999999999818000,1.000000000000000,0,1
104,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/104,3823.699999999999818000,1.000000000000000,0,1
1040,https://opensea.io/assets/0xd6f4a923e2ecd9ab7391840ac78d04bfe40bd5e1/1040,3823.699999999999818000,1.000000000000000,0,1
